geohash_id	consumption_level	activity_level	date_id
4885e281g	58.631744	67.76134	20230404
4885e281g	60.06849	67.16783	20230405
4885e281g	60.539795	67.7839	20230406
4885e281g	60.996822	67.15454	20230407
5324516fr	47.30075	59.5963	20230404
5324516fr	47.200558	63.61317	20230405
5324516fr	47.062363	60.572994	20230406
5324516fr	48.78167	59.354073	20230407
7941bac5t	45.090046	60.46851	20230404
7941bac5t	45.237675	63.810722	20230405
7941bac5t	46.334568	63.192867	20230406
7941bac5t	48.775707	61.603287	20230407
94bf2e47u	46.592484	61.162514	20230404
94bf2e47u	49.959408	63.835354	20230405
94bf2e47u	49.69022	62.584747	20230406
94bf2e47u	47.85148	58.920933	20230407
651310f3v	55.054966	64.29653	20230404
651310f3v	56.972015	65.138115	20230405
651310f3v	58.690155	68.119705	20230406
651310f3v	58.35465	65.49487	20230407
5da786a8w	34.977882	58.088657	20230404
5da786a8w	33.2272	49.019672	20230405
5da786a8w	43.28107	56.947796	20230406
5da786a8w	40.0462	54.354557	20230407
9292842fy	36.376266	58.30312	20230404
9292842fy	39.15813	82.15531	20230405
9292842fy	41.309177	55.683437	20230406
9292842fy	40.788364	84.16943	20230407
abb13720z	50.6898	65.44997	20230404
abb13720z	54.103287	73.026764	20230405
abb13720z	54.62873	61.872555	20230406
abb13720z	53.900776	65.43857	20230407
babadee5r	61.652607	67.10159	20230404
babadee5r	65.446335	67.78615	20230405
babadee5r	65.5228	67.896164	20230406
babadee5r	66.823975	69.1929	20230407
c2382486x	60.60097	69.11813	20230404
c2382486x	62.695477	69.60584	20230405
c2382486x	62.950573	67.71562	20230406
c2382486x	63.468884	68.95233	20230407
6b9789f2z	49.37459	62.66187	20230404
6b9789f2z	52.350147	67.89236	20230405
6b9789f2z	52.42141	64.523285	20230406
6b9789f2z	52.404778	67.83087	20230407
b5dbab8e1	69.31345	71.70748	20230404
b5dbab8e1	70.76152	72.9729	20230405
b5dbab8e1	72.38161	72.60645	20230406
b5dbab8e1	73.7034	71.900116	20230407
dc36a53e3	53.50261	65.98256	20230404
dc36a53e3	54.556793	65.4946	20230405
dc36a53e3	54.885883	66.302605	20230406
dc36a53e3	57.209667	66.84323	20230407
66c0fb934	64.2811	68.26915	20230404
66c0fb934	66.5647	70.78557	20230405
66c0fb934	66.78566	71.54482	20230406
66c0fb934	68.447784	69.10776	20230407
b72036c45	58.410587	66.680595	20230404
b72036c45	59.610706	71.80701	20230405
b72036c45	61.21655	68.95112	20230406
b72036c45	61.561092	67.66341	20230407
a0f907866	59.849796	65.01403	20230404
a0f907866	62.71143	68.50118	20230405
a0f907866	63.758575	67.254395	20230406
a0f907866	65.01496	66.4509	20230407
76ce9d5f7	54.799706	61.493347	20230404
76ce9d5f7	57.843315	64.14746	20230405
76ce9d5f7	58.31808	65.85921	20230406
76ce9d5f7	58.733135	64.71203	20230407
460061ab8	54.146343	60.604874	20230404
460061ab8	58.096737	61.671825	20230405
460061ab8	57.417023	61.042744	20230406
460061ab8	59.581432	62.763794	20230407
9c0c965c9	49.26923	60.485226	20230404
9c0c965c9	53.777485	62.86424	20230405
9c0c965c9	56.748432	65.59067	20230406
9c0c965c9	58.243793	70.557884	20230407
532cc1c3b	62.593067	62.78337	20230404
532cc1c3b	65.08272	64.57022	20230405
532cc1c3b	65.0794	64.79479	20230406
532cc1c3b	65.84462	66.11285	20230407
fb1d6b50c	58.196598	64.34456	20230404
fb1d6b50c	60.593243	66.65059	20230405
fb1d6b50c	60.95003	65.63789	20230406
fb1d6b50c	61.968727	66.306526	20230407
0a2120d0e	52.995007	62.38378	20230404
0a2120d0e	55.568523	63.132812	20230405
0a2120d0e	56.609158	63.802856	20230406
0a2120d0e	56.444218	62.5358	20230407
06bfd741f	63.713367	66.145676	20230404
06bfd741f	68.632904	77.108986	20230405
06bfd741f	69.371994	69.12645	20230406
06bfd741f	70.89659	70.12522	20230407
0551d992g	70.34013	69.63101	20230404
0551d992g	75.14084	72.09271	20230405
0551d992g	75.620056	72.506195	20230406
0551d992g	76.5084	72.03654	20230407
740fc409h	55.089855	65.04152	20230404
740fc409h	58.992428	65.8145	20230405
740fc409h	58.765545	64.854576	20230406
740fc409h	59.03194	66.27212	20230407
dc56e7c0j	57.593983	62.352974	20230404
dc56e7c0j	62.338142	66.70681	20230405
dc56e7c0j	62.426907	66.076904	20230406
dc56e7c0j	62.376286	66.33284	20230407
02a9ee71k	63.704346	71.3028	20230404
02a9ee71k	66.40602	70.99885	20230405
02a9ee71k	66.251366	70.38864	20230406
02a9ee71k	67.171776	69.76686	20230407
ade14f48m	60.535805	68.83378	20230404
ade14f48m	63.589935	66.845474	20230405
ade14f48m	64.265656	67.81041	20230406
ade14f48m	63.28894	65.48056	20230407
68abda28n	61.206097	67.213104	20230404
68abda28n	65.07866	70.26404	20230405
68abda28n	65.67444	71.1432	20230406
68abda28n	67.529434	69.19638	20230407
d83a679ep	65.16074	66.94449	20230404
d83a679ep	68.29374	72.14642	20230405
d83a679ep	67.86331	69.345764	20230406
d83a679ep	69.03763	69.75957	20230407
df3d371fq	57.06776	64.36265	20230404
df3d371fq	60.434036	67.16619	20230405
df3d371fq	58.794865	66.01454	20230406
df3d371fq	59.116764	64.91745	20230407
3973ea35r	67.040344	68.21002	20230404
3973ea35r	70.75603	69.047104	20230405
3973ea35r	69.680176	69.05356	20230406
3973ea35r	71.510185	69.21791	20230407
8a966469s	58.898033	68.528336	20230404
8a966469s	61.64235	67.52843	20230405
8a966469s	61.287457	68.13481	20230406
8a966469s	62.091125	68.55176	20230407
8d978969t	50.7709	68.73842	20230404
8d978969t	52.529537	66.38374	20230405
8d978969t	53.480324	69.24125	20230406
8d978969t	54.257046	65.818985	20230407
6e03f027u	59.698727	67.58473	20230404
6e03f027u	63.76396	67.15646	20230405
6e03f027u	63.678207	68.36148	20230406
6e03f027u	64.54232	68.79358	20230407
fdcd79d7v	41.81625	66.845215	20230404
fdcd79d7v	40.63943	56.719433	20230405
fdcd79d7v	35.799454	52.970898	20230406
fdcd79d7v	44.901196	67.79216	20230407
aa8ebe0aw	56.611485	68.387146	20230404
aa8ebe0aw	58.527664	67.96312	20230405
aa8ebe0aw	59.19784	70.139465	20230406
aa8ebe0aw	59.225067	68.97879	20230407
ac59bae0x	59.95991	64.8416	20230404
ac59bae0x	62.870766	67.37236	20230405
ac59bae0x	62.836437	69.17589	20230406
ac59bae0x	63.414536	67.506294	20230407
1c1f3efay	50.945282	65.458725	20230404
1c1f3efay	49.585426	64.39525	20230405
1c1f3efay	49.98262	61.41261	20230406
1c1f3efay	52.555786	67.85152	20230407
426f2c6fz	56.552288	63.148037	20230404
426f2c6fz	58.07956	67.09397	20230405
426f2c6fz	57.651714	63.610157	20230406
426f2c6fz	57.477352	66.076126	20230407
885a4d780	67.30578	66.26987	20230404
885a4d780	69.76581	68.09514	20230405
885a4d780	69.91671	68.3895	20230406
885a4d780	70.846634	68.736664	20230407
7e69e0cc1	72.676895	68.79602	20230404
7e69e0cc1	76.234184	74.302246	20230405
7e69e0cc1	76.22629	70.537415	20230406
7e69e0cc1	77.94113	71.35742	20230407
9e81cf4a2	58.827785	64.94553	20230404
9e81cf4a2	60.87862	67.07873	20230405
9e81cf4a2	60.797028	66.290085	20230406
9e81cf4a2	61.7027	67.359566	20230407
729da7213	61.62068	64.55937	20230404
729da7213	65.40628	68.49367	20230405
729da7213	64.3629	65.14198	20230406
729da7213	65.784195	65.55418	20230407
9effddf54	70.38066	68.06082	20230404
9effddf54	74.72556	75.40197	20230405
9effddf54	75.50729	71.66417	20230406
9effddf54	75.3764	70.30501	20230407
565891c35	70.399315	69.327286	20230404
565891c35	74.17801	76.047	20230405
565891c35	74.224014	70.461105	20230406
565891c35	73.693085	70.24228	20230407
c84af1c86	66.32072	68.48125	20230404
c84af1c86	69.22853	70.739746	20230405
c84af1c86	69.15834	69.702194	20230406
c84af1c86	70.67879	70.48613	20230407
5b03325d7	65.037254	66.91588	20230404
5b03325d7	69.32561	71.799904	20230405
5b03325d7	69.18556	70.26091	20230406
5b03325d7	70.07669	70.47237	20230407
5adeebdb8	59.43153	65.73711	20230404
5adeebdb8	62.231865	67.92057	20230405
5adeebdb8	61.73304	68.841125	20230406
5adeebdb8	63.30266	70.243256	20230407
4dfdab2f9	52.788734	65.296646	20230404
4dfdab2f9	54.783455	65.28359	20230405
4dfdab2f9	53.738575	66.27543	20230406
4dfdab2f9	57.652805	66.76323	20230407
aedc0c70b	58.706528	67.67408	20230404
aedc0c70b	61.418	68.73746	20230405
aedc0c70b	60.214275	68.8078	20230406
aedc0c70b	62.30599	69.22565	20230407
431989eec	55.31158	63.16427	20230404
431989eec	58.061386	70.59101	20230405
431989eec	55.69331	66.92647	20230406
431989eec	58.745922	66.01208	20230407
5a415ff7d	53.606228	62.92454	20230404
5a415ff7d	55.01923	64.53408	20230405
5a415ff7d	56.57796	68.21948	20230406
5a415ff7d	55.056213	65.30475	20230407
d1897990e	62.26727	67.198006	20230404
d1897990e	64.74196	70.28992	20230405
d1897990e	64.79964	70.917496	20230406
d1897990e	64.756874	67.697365	20230407
d11df673f	58.145733	64.55946	20230404
d11df673f	60.276356	67.26588	20230405
d11df673f	59.567547	67.021774	20230406
d11df673f	60.851856	64.95282	20230407
894ef80ag	60.75604	67.75253	20230404
894ef80ag	64.032906	68.780685	20230405
894ef80ag	63.600735	71.78587	20230406
894ef80ag	64.9041	68.058426	20230407
d7b3691dh	59.668682	65.35235	20230404
d7b3691dh	64.01915	69.70355	20230405
d7b3691dh	63.92585	69.05508	20230406
d7b3691dh	64.390495	70.54645	20230407
0abe77d1j	59.221912	67.21896	20230404
0abe77d1j	61.86958	68.74362	20230405
0abe77d1j	61.581844	67.0594	20230406
0abe77d1j	62.79013	70.82855	20230407
cb68a5eak	70.69803	70.37637	20230404
cb68a5eak	71.11235	73.04288	20230405
cb68a5eak	71.41385	72.67172	20230406
cb68a5eak	72.282394	72.200134	20230407
f7bbb6a5m	65.01825	66.99405	20230404
f7bbb6a5m	67.20076	69.65948	20230405
f7bbb6a5m	66.11743	67.783775	20230406
f7bbb6a5m	67.6232	70.80877	20230407
2569cdd4n	59.587986	66.22977	20230404
2569cdd4n	62.40135	69.21407	20230405
2569cdd4n	61.75521	67.95025	20230406
2569cdd4n	62.46166	68.459885	20230407
dc285daap	67.66173	69.784935	20230404
dc285daap	69.60303	72.51449	20230405
dc285daap	69.07439	72.021454	20230406
dc285daap	69.74513	71.5918	20230407
629813caq	66.901665	69.38624	20230404
629813caq	69.12398	71.91976	20230405
629813caq	69.495094	72.20265	20230406
629813caq	69.66696	72.29964	20230407
870abce9r	66.25391	71.46375	20230404
870abce9r	69.47508	73.23575	20230405
870abce9r	68.70529	72.80855	20230406
870abce9r	70.33899	73.24823	20230407
4875deads	54.616955	63.874443	20230404
4875deads	57.436726	65.29585	20230405
4875deads	57.815838	66.849625	20230406
4875deads	60.507713	67.8934	20230407
b253b183t	45.393574	59.990166	20230404
b253b183t	43.693645	60.364697	20230405
b253b183t	44.302402	57.5877	20230406
b253b183t	44.48096	67.70386	20230407
7651282au	62.74439	70.55297	20230404
7651282au	65.53039	71.53577	20230405
7651282au	65.59787	71.83034	20230406
7651282au	66.05545	71.54552	20230407
5a343b30v	62.44264	66.684105	20230404
5a343b30v	65.0634	68.68037	20230405
5a343b30v	65.242874	70.11099	20230406
5a343b30v	65.74524	70.18518	20230407
6aabe3b1w	58.622597	64.85381	20230404
6aabe3b1w	61.153816	66.649254	20230405
6aabe3b1w	61.485207	66.41469	20230406
