geohash_id	consumption_level	activity_level	date_id
4885e281g	72.6618	86.981575	20230404
4885e281g	46.400917	58.743332	20230405
4885e281g	57.687336	69.65936	20230406
4885e281g	47.213055	61.428787	20230407
5324516fr	60.34803	76.76443	20230404
5324516fr	13.349555	20.023714	20230405
5324516fr	25.089231	39.648422	20230406
5324516fr	61.520927	76.57336	20230407
7941bac5t	66.87199	78.711586	20230404
7941bac5t	67.16339	81.67911	20230405
7941bac5t	51.38599	63.624474	20230406
7941bac5t	75.44899	88.7362	20230407
94bf2e47u	73.8677	89.24415	20230404
94bf2e47u	70.84074	85.73089	20230405
94bf2e47u	69.5005	85.19956	20230406
94bf2e47u	69.13361	81.332184	20230407
651310f3v	60.717094	71.43848	20230404
651310f3v	62.572716	74.60651	20230405
651310f3v	60.57774	73.95742	20230406
651310f3v	64.8385	76.026054	20230407
5da786a8w	62.830242	76.32482	20230404
5da786a8w	52.73913	65.85272	20230405
5da786a8w	62.326046	73.41812	20230406
5da786a8w	74.73393	87.13491	20230407
9292842fy	57.47241	68.7506	20230404
9292842fy	58.405407	68.35972	20230405
9292842fy	70.96299	87.18328	20230406
9292842fy	64.6813	75.67422	20230407
abb13720z	61.49049	72.56596	20230404
abb13720z	67.32526	79.855446	20230405
abb13720z	55.75616	66.79315	20230406
abb13720z	72.76394	88.58703	20230407
babadee5r	61.95278	72.971146	20230404
babadee5r	57.765293	70.79228	20230405
babadee5r	67.16895	80.691185	20230406
babadee5r	30.67895	40.09304	20230407
c2382486x	68.554375	84.03657	20230404
c2382486x	59.249218	68.314705	20230405
c2382486x	45.02719	56.78386	20230406
c2382486x	63.991787	76.20025	20230407
6b9789f2z	69.741394	82.08964	20230404
6b9789f2z	72.915886	84.80121	20230405
6b9789f2z	69.13435	80.73292	20230406
6b9789f2z	64.602	76.803345	20230407
b5dbab8e1	74.93229	88.590294	20230404
b5dbab8e1	75.93258	88.66143	20230405
b5dbab8e1	71.83181	84.698906	20230406
b5dbab8e1	64.2159	76.80085	20230407
dc36a53e3	61.76742	73.93304	20230404
dc36a53e3	58.022705	73.3639	20230405
dc36a53e3	66.6442	80.14309	20230406
dc36a53e3	59.80559	72.26331	20230407
66c0fb934	56.633583	67.52682	20230404
66c0fb934	69.411674	84.08831	20230405
66c0fb934	66.45462	80.618866	20230406
66c0fb934	64.41204	76.58232	20230407
b72036c45	66.455536	80.71957	20230404
b72036c45	63.49641	76.783165	20230405
b72036c45	73.67989	87.06541	20230406
b72036c45	64.771225	75.82783	20230407
a0f907866	65.572845	78.65681	20230404
a0f907866	67.37697	78.13703	20230405
a0f907866	73.14609	86.180336	20230406
a0f907866	72.58711	84.9945	20230407
76ce9d5f7	57.309803	71.50712	20230404
76ce9d5f7	31.35314	40.382393	20230405
76ce9d5f7	75.1715	90.45127	20230406
76ce9d5f7	66.005714	77.84725	20230407
460061ab8	66.916435	81.0261	20230404
460061ab8	68.08585	80.32098	20230405
460061ab8	73.28435	85.47748	20230406
460061ab8	74.085686	85.445755	20230407
9c0c965c9	68.506004	82.85454	20230404
9c0c965c9	73.24773	85.35989	20230405
9c0c965c9	65.18898	78.62072	20230406
9c0c965c9	63.372227	75.543274	20230407
532cc1c3b	67.36918	81.65103	20230404
532cc1c3b	60.91252	72.95938	20230405
532cc1c3b	71.267494	83.16215	20230406
532cc1c3b	65.43572	78.81479	20230407
fb1d6b50c	51.036358	61.47563	20230404
fb1d6b50c	63.371647	76.26235	20230405
fb1d6b50c	56.57939	69.365654	20230406
fb1d6b50c	59.525684	72.90885	20230407
0a2120d0e	68.51619	80.89579	20230404
0a2120d0e	42.364407	52.531174	20230405
0a2120d0e	53.76446	66.51531	20230406
0a2120d0e	57.495907	72.57717	20230407
06bfd741f	63.06683	77.46526	20230404
06bfd741f	68.30367	81.71725	20230405
06bfd741f	69.549934	81.56865	20230406
06bfd741f	22.818316	29.133883	20230407
0551d992g	47.180767	57.609913	20230404
0551d992g	64.848816	76.15061	20230405
0551d992g	70.93922	84.61829	20230406
0551d992g	69.07058	82.29415	20230407
740fc409h	57.23391	72.794136	20230404
740fc409h	45.116844	56.431965	20230405
740fc409h	56.17201	68.49296	20230406
740fc409h	65.982216	77.54128	20230407
dc56e7c0j	61.96747	74.569664	20230404
dc56e7c0j	63.436825	76.48607	20230405
dc56e7c0j	68.36608	78.94599	20230406
dc56e7c0j	30.83919	38.51815	20230407
02a9ee71k	58.231308	69.05072	20230404
02a9ee71k	64.8138	76.38448	20230405
02a9ee71k	64.65306	77.66688	20230406
02a9ee71k	63.537674	75.29248	20230407
ade14f48m	72.91814	87.84797	20230404
ade14f48m	77.01401	86.72819	20230405
ade14f48m	70.71956	85.55934	20230406
ade14f48m	48.013554	60.623344	20230407
68abda28n	50.872013	62.65392	20230404
68abda28n	73.364716	87.33947	20230405
68abda28n	56.67263	67.58061	20230406
68abda28n	72.09164	87.12011	20230407
d83a679ep	74.07823	85.82177	20230404
d83a679ep	68.659706	85.10816	20230405
d83a679ep	67.612404	79.03243	20230406
d83a679ep	60.603115	71.4197	20230407
df3d371fq	60.91276	74.42626	20230404
df3d371fq	54.50043	65.69472	20230405
df3d371fq	74.91418	88.64074	20230406
df3d371fq	71.49753	82.76156	20230407
3973ea35r	70.51385	82.89619	20230404
3973ea35r	65.12608	75.76902	20230405
3973ea35r	67.44412	77.16271	20230406
3973ea35r	66.740746	80.189964	20230407
8a966469s	66.00757	79.7555	20230404
8a966469s	70.274796	81.854065	20230405
8a966469s	56.639454	67.020424	20230406
8a966469s	66.11167	78.06046	20230407
8d978969t	68.72718	80.010765	20230404
8d978969t	63.934483	74.52198	20230405
8d978969t	61.67806	74.630005	20230406
8d978969t	61.223957	71.71929	20230407
6e03f027u	72.56347	85.5279	20230404
6e03f027u	66.97243	79.18922	20230405
6e03f027u	77.678856	93.772385	20230406
6e03f027u	67.74196	83.14329	20230407
fdcd79d7v	69.30514	82.47265	20230404
fdcd79d7v	73.862434	86.70115	20230405
fdcd79d7v	75.49769	88.17968	20230406
fdcd79d7v	61.622646	73.83909	20230407
aa8ebe0aw	66.86423	80.40853	20230404
aa8ebe0aw	61.51927	73.26155	20230405
aa8ebe0aw	65.21725	74.24932	20230406
aa8ebe0aw	71.910194	81.4788	20230407
ac59bae0x	72.07999	85.0684	20230404
ac59bae0x	72.34144	81.832954	20230405
ac59bae0x	67.55081	79.501976	20230406
ac59bae0x	65.423645	77.88519	20230407
1c1f3efay	69.61171	82.69677	20230404
1c1f3efay	75.703224	89.00751	20230405
1c1f3efay	71.27184	82.56327	20230406
