geohash_id	consumption_level	activity_level	date_id
4885e281g	65.56508	77.05752	20230404
4885e281g	50.56815	62.612827	20230405
4885e281g	61.479908	72.91747	20230406
4885e281g	48.418015	61.253838	20230407
5324516fr	67.770805	83.9092	20230404
5324516fr	13.857962	20.11401	20230405
5324516fr	26.736723	38.838448	20230406
5324516fr	66.73339	81.65257	20230407
7941bac5t	69.845566	81.30559	20230404
7941bac5t	69.85921	83.74751	20230405
7941bac5t	55.54941	67.68083	20230406
7941bac5t	73.31383	85.12158	20230407
94bf2e47u	76.34531	90.20144	20230404
94bf2e47u	70.15971	83.407684	20230405
94bf2e47u	75.481285	90.8871	20230406
94bf2e47u	70.4698	82.18459	20230407
651310f3v	67.58606	78.710846	20230404
651310f3v	66.2066	78.45146	20230405
651310f3v	65.686	79.18108	20230406
651310f3v	68.37964	79.30898	20230407
5da786a8w	67.24571	80.142975	20230404
5da786a8w	58.513622	71.839294	20230405
5da786a8w	65.45131	76.45877	20230406
5da786a8w	73.3291	84.82648	20230407
9292842fy	61.829807	73.147156	20230404
9292842fy	63.337532	74.002525	20230405
9292842fy	72.179306	86.81592	20230406
9292842fy	67.24414	78.39528	20230407
abb13720z	65.8553	77.20887	20230404
abb13720z	70.977295	83.74424	20230405
abb13720z	60.798267	72.48166	20230406
abb13720z	77.8604	93.1281	20230407
babadee5r	66.67659	77.078384	20230404
babadee5r	60.0	72.68294	20230405
babadee5r	70.156006	82.71292	20230406
babadee5r	31.851784	40.935295	20230407
c2382486x	70.14456	84.36277	20230404
c2382486x	63.021187	72.540405	20230405
c2382486x	46.49958	57.936974	20230406
c2382486x	69.84342	82.50259	20230407
6b9789f2z	70.310425	82.059875	20230404
6b9789f2z	71.30907	82.10816	20230405
6b9789f2z	73.63289	84.73893	20230406
6b9789f2z	67.923546	79.67142	20230407
b5dbab8e1	75.32848	87.87852	20230404
b5dbab8e1	76.70909	88.596245	20230405
b5dbab8e1	70.045525	81.56261	20230406
b5dbab8e1	66.771454	79.10693	20230407
