geohash_id	consumption_level	activity_level	date_id
4885e281g	60.205837	68.38598	20230404
4885e281g	60.665237	67.4892	20230405
4885e281g	61.345818	68.07621	20230406
4885e281g	61.868603	67.39687	20230407
5324516fr	48.447346	59.66698	20230404
5324516fr	48.699284	64.14972	20230405
5324516fr	49.157528	61.54883	20230406
5324516fr	51.324757	59.9889	20230407
7941bac5t	48.58095	61.928043	20230404
7941bac5t	48.343647	64.881355	20230405
7941bac5t	48.67778	63.7739	20230406
7941bac5t	50.417103	62.208668	20230407
94bf2e47u	51.307022	63.441887	20230404
94bf2e47u	52.088352	64.68606	20230405
94bf2e47u	52.71368	63.875988	20230406
94bf2e47u	50.333332	59.746647	20230407
651310f3v	56.11394	64.753975	20230404
651310f3v	56.506496	65.197784	20230405
651310f3v	58.317253	67.94065	20230406
651310f3v	57.87299	65.41513	20230407
5da786a8w	36.76244	59.34343	20230404
5da786a8w	35.23064	50.15883	20230405
5da786a8w	45.411655	57.96406	20230406
5da786a8w	39.37973	53.659195	20230407
9292842fy	38.333023	59.43352	20230404
9292842fy	43.414646	83.70775	20230405
9292842fy	46.556747	58.5774	20230406
9292842fy	42.023457	86.71884	20230407
abb13720z	53.602226	66.52427	20230404
abb13720z	54.810978	73.75146	20230405
abb13720z	56.21733	62.61553	20230406
abb13720z	54.65343	65.41046	20230407
babadee5r	62.43456	67.457054	20230404
babadee5r	65.26833	67.67331	20230405
babadee5r	65.41197	67.73374	20230406
babadee5r	67.19778	69.13975	20230407
c2382486x	61.29554	69.41295	20230404
c2382486x	62.388287	69.510475	20230405
c2382486x	63.14625	67.68797	20230406
c2382486x	63.597195	68.92631	20230407
6b9789f2z	52.923367	64.095894	20230404
6b9789f2z	53.91548	68.39899	20230405
6b9789f2z	54.451435	65.330124	20230406
6b9789f2z	54.185707	68.41948	20230407
b5dbab8e1	68.724335	71.507805	20230404
b5dbab8e1	70.37335	72.9577	20230405
b5dbab8e1	72.27814	72.686226	20230406
b5dbab8e1	73.40097	71.826385	20230407
dc36a53e3	54.91829	66.5044	20230404
dc36a53e3	54.807526	65.673096	20230405
dc36a53e3	55.406868	66.600044	20230406
dc36a53e3	57.483326	66.98533	20230407
66c0fb934	64.9071	68.4601	20230404
66c0fb934	65.911964	70.70728	20230405
66c0fb934	67.15196	71.68271	20230406
66c0fb934	68.51995	69.18528	20230407
b72036c45	59.576744	67.11831	20230404
b72036c45	59.522877	71.72839	20230405
b72036c45	61.283974	68.98646	20230406
b72036c45	61.937695	67.81125	20230407
a0f907866	61.16117	65.69382	20230404
a0f907866	62.18987	68.40198	20230405
a0f907866	64.04391	67.28605	20230406
a0f907866	65.22568	66.407364	20230407
76ce9d5f7	56.272152	61.740112	20230404
76ce9d5f7	57.82511	64.20313	20230405
76ce9d5f7	58.395115	65.9557	20230406
76ce9d5f7	59.292854	64.963196	20230407
460061ab8	55.84639	61.345016	20230404
460061ab8	58.592773	61.814915	20230405
460061ab8	58.269417	61.49712	20230406
460061ab8	59.788574	63.01643	20230407
9c0c965c9	52.43418	61.7114	20230404
9c0c965c9	55.408173	63.696663	20230405
9c0c965c9	57.491566	65.79964	20230406
9c0c965c9	58.77537	70.827995	20230407
532cc1c3b	62.80898	62.12558	20230404
532cc1c3b	65.25066	63.985523	20230405
532cc1c3b	65.344055	64.449265	20230406
532cc1c3b	66.273415	66.18137	20230407
fb1d6b50c	59.225773	64.54432	20230404
fb1d6b50c	60.66134	66.747505	20230405
fb1d6b50c	61.19837	65.7334	20230406
fb1d6b50c	62.348377	66.30756	20230407
0a2120d0e	55.338165	63.408833	20230404
0a2120d0e	56.21877	63.32051	20230405
0a2120d0e	57.178337	64.01288	20230406
0a2120d0e	57.478054	62.662457	20230407
06bfd741f	64.656456	66.169174	20230404
06bfd741f	68.67731	76.94247	20230405
06bfd741f	69.20888	69.14295	20230406
06bfd741f	71.330345	70.08057	20230407
0551d992g	69.56838	69.34123	20230404
0551d992g	74.55255	72.03713	20230405
0551d992g	75.40689	72.695755	20230406
0551d992g	76.73642	72.1109	20230407
740fc409h	56.30925	65.514946	20230404
740fc409h	59.38702	66.14014	20230405
740fc409h	59.59846	65.25437	20230406
740fc409h	59.601196	66.47971	20230407
dc56e7c0j	60.417442	63.275448	20230404
dc56e7c0j	63.240677	67.08243	20230405
dc56e7c0j	63.51881	66.47119	20230406
dc56e7c0j	63.556087	66.63576	20230407
02a9ee71k	63.71546	71.18318	20230404
02a9ee71k	66.02964	70.845116	20230405
02a9ee71k	66.33512	70.28013	20230406
02a9ee71k	67.440125	69.713776	20230407
ade14f48m	62.167603	69.33096	20230404
ade14f48m	64.01003	67.13488	20230405
ade14f48m	64.668816	67.9389	20230406
ade14f48m	63.851433	65.42702	20230407
68abda28n	62.596302	67.56079	20230404
68abda28n	65.1054	70.15858	20230405
68abda28n	65.46334	71.01438	20230406
68abda28n	67.26191	69.15652	20230407
d83a679ep	65.56916	67.18271	20230404
d83a679ep	68.2776	72.19699	20230405
d83a679ep	68.393265	69.30296	20230406
d83a679ep	69.10659	69.63857	20230407
df3d371fq	58.51443	64.79181	20230404
df3d371fq	60.43352	67.035324	20230405
df3d371fq	59.262787	66.14558	20230406
df3d371fq	59.52059	64.88573	20230407
3973ea35r	67.777954	68.4939	20230404
3973ea35r	70.65676	69.06804	20230405
3973ea35r	69.97104	69.081474	20230406
3973ea35r	72.08222	69.30272	20230407
8a966469s	59.04577	68.43205	20230404
8a966469s	61.231007	67.50413	20230405
8a966469s	61.542366	68.27627	20230406
8a966469s	62.252872	68.578926	20230407
