geohash_id	consumption_level	activity_level	date_id
4885e281g	58.620697	67.50054	20230404
4885e281g	59.800117	67.004196	20230405
4885e281g	60.460457	67.67529	20230406
4885e281g	61.41483	67.21629	20230407
5324516fr	47.56648	59.00575	20230404
5324516fr	46.978657	62.877026	20230405
5324516fr	47.199314	60.217007	20230406
5324516fr	48.55336	58.43488	20230407
7941bac5t	46.756233	60.788136	20230404
7941bac5t	46.153996	63.817204	20230405
7941bac5t	46.298187	62.70274	20230406
7941bac5t	48.323845	61.248344	20230407
94bf2e47u	47.559864	61.330196	20230404
94bf2e47u	49.88322	63.43022	20230405
94bf2e47u	50.344658	62.53789	20230406
94bf2e47u	48.288967	58.69782	20230407
651310f3v	54.181637	63.67821	20230404
651310f3v	55.31292	64.47707	20230405
651310f3v	58.299313	67.94374	20230406
651310f3v	57.350266	65.18739	20230407
5da786a8w	34.235683	57.94421	20230404
5da786a8w	33.353725	49.659805	20230405
5da786a8w	42.764194	57.028522	20230406
5da786a8w	38.19402	53.007687	20230407
9292842fy	38.63693	59.244198	20230404
9292842fy	37.081074	83.27674	20230405
9292842fy	44.9032	57.34663	20230406
9292842fy	39.760372	84.149994	20230407
abb13720z	51.640327	65.275894	20230404
abb13720z	54.081676	72.99974	20230405
abb13720z	55.02747	61.480946	20230406
abb13720z	53.735115	65.05676	20230407
babadee5r	61.650753	67.041275	20230404
babadee5r	64.99555	67.52681	20230405
babadee5r	64.46825	67.331406	20230406
babadee5r	66.03972	68.770325	20230407
c2382486x	59.835594	68.6067	20230404
c2382486x	61.940693	69.09474	20230405
c2382486x	62.50709	67.05423	20230406
c2382486x	62.96671	68.281006	20230407
6b9789f2z	50.57171	62.867004	20230404
6b9789f2z	52.340015	67.37175	20230405
6b9789f2z	52.357098	64.26152	20230406
6b9789f2z	52.644466	67.465256	20230407
b5dbab8e1	68.40667	71.18263	20230404
b5dbab8e1	70.056694	73.2339	20230405
b5dbab8e1	71.36063	72.24326	20230406
b5dbab8e1	72.63565	71.33597	20230407
dc36a53e3	53.612988	65.640175	20230404
dc36a53e3	54.31639	64.987206	20230405
dc36a53e3	54.77387	66.23208	20230406
dc36a53e3	56.87846	66.841736	20230407
66c0fb934	64.40915	68.324684	20230404
66c0fb934	65.59774	70.30623	20230405
66c0fb934	66.37451	71.30382	20230406
66c0fb934	68.31691	68.78929	20230407
b72036c45	58.3062	66.44013	20230404
b72036c45	59.282757	71.20804	20230405
b72036c45	60.82036	68.71771	20230406
b72036c45	61.56132	67.5629	20230407
a0f907866	59.752766	64.847694	20230404
a0f907866	61.92529	67.960205	20230405
a0f907866	63.613197	66.95055	20230406
a0f907866	64.79248	65.91948	20230407
76ce9d5f7	54.836887	60.77779	20230404
76ce9d5f7	57.276474	63.88745	20230405
76ce9d5f7	57.89529	65.64741	20230406
76ce9d5f7	58.679375	64.59041	20230407
460061ab8	53.485287	59.989178	20230404
460061ab8	57.539356	60.906845	20230405
460061ab8	56.7008	60.290962	20230406
460061ab8	59.157738	62.456726	20230407
9c0c965c9	50.857456	60.88715	20230404
9c0c965c9	54.204845	63.038567	20230405
9c0c965c9	56.955654	65.43775	20230406
9c0c965c9	57.99734	70.208	20230407
532cc1c3b	60.560055	61.19975	20230404
532cc1c3b	64.48446	63.795055	20230405
532cc1c3b	64.31678	64.07278	20230406
532cc1c3b	65.66346	65.7274	20230407
fb1d6b50c	58.015377	64.249084	20230404
fb1d6b50c	59.99979	66.20195	20230405
fb1d6b50c	60.437855	65.259674	20230406
fb1d6b50c	61.621006	66.15305	20230407
0a2120d0e	53.91508	62.691597	20230404
0a2120d0e	55.31498	62.78834	20230405
0a2120d0e	56.381264	63.615974	20230406
0a2120d0e	56.675697	62.211697	20230407
06bfd741f	63.156643	65.419395	20230404
06bfd741f	67.612434	76.15877	20230405
06bfd741f	68.59571	68.865814	20230406
06bfd741f	70.68751	69.72468	20230407
0551d992g	69.211426	69.18834	20230404
0551d992g	74.13209	71.41438	20230405
0551d992g	74.94861	72.2287	20230406
0551d992g	76.0917	71.64459	20230407
740fc409h	55.271664	64.69253	20230404
740fc409h	58.452827	65.36043	20230405
740fc409h	58.554443	64.62772	20230406
740fc409h	58.871475	65.96421	20230407
dc56e7c0j	57.919655	61.78244	20230404
dc56e7c0j	62.62454	66.86386	20230405
dc56e7c0j	62.609356	65.71257	20230406
dc56e7c0j	62.8076	66.022545	20230407
02a9ee71k	63.178455	71.18306	20230404
02a9ee71k	65.85957	70.70029	20230405
02a9ee71k	65.845985	70.09411	20230406
02a9ee71k	66.915405	69.34386	20230407
ade14f48m	61.303535	68.70238	20230404
ade14f48m	64.191574	66.85248	20230405
ade14f48m	64.27844	67.62549	20230406
ade14f48m	63.950512	65.29055	20230407
68abda28n	61.651966	67.154495	20230404
68abda28n	64.71838	70.01826	20230405
68abda28n	64.97305	70.8307	20230406
68abda28n	66.794495	68.95642	20230407
d83a679ep	64.533775	66.713005	20230404
d83a679ep	67.52686	71.8207	20230405
d83a679ep	67.556206	68.996826	20230406
d83a679ep	68.259674	69.33733	20230407
df3d371fq	57.532284	64.40754	20230404
df3d371fq	59.97544	66.65846	20230405
df3d371fq	58.460163	65.655594	20230406
df3d371fq	58.780064	64.50715	20230407
3973ea35r	67.192635	68.443245	20230404
3973ea35r	70.36172	68.60506	20230405
3973ea35r	69.66829	68.733955	20230406
3973ea35r	71.72931	68.99581	20230407
8a966469s	58.361504	67.98778	20230404
8a966469s	60.903442	67.23978	20230405
8a966469s	60.925823	67.82949	20230406
8a966469s	61.597446	68.1144	20230407
8d978969t	50.638676	68.2426	20230404
8d978969t	53.185307	66.11969	20230405
8d978969t	53.836308	68.89285	20230406
8d978969t	54.614494	65.72569	20230407
6e03f027u	59.13271	67.15283	20230404
6e03f027u	62.99779	66.72873	20230405
6e03f027u	63.014904	67.90547	20230406
6e03f027u	64.2876	68.2809	20230407
