geohash_id	consumption_level	activity_level	date_id
4885e281g	58.71789	67.93703	20230404
4885e281g	60.383858	67.463554	20230405
4885e281g	61.133938	68.130844	20230406
4885e281g	61.40447	67.32451	20230407
5324516fr	50.320736	60.406223	20230404
5324516fr	49.541668	64.60257	20230405
5324516fr	50.834553	62.31942	20230406
5324516fr	51.029522	59.891575	20230407
7941bac5t	48.526768	61.927376	20230404
7941bac5t	47.89278	64.82946	20230405
7941bac5t	48.4681	64.04339	20230406
7941bac5t	50.598713	62.41557	20230407
94bf2e47u	50.219418	62.95701	20230404
94bf2e47u	51.918617	64.653404	20230405
94bf2e47u	52.638237	64.053185	20230406
94bf2e47u	50.568108	59.936577	20230407
651310f3v	56.0662	64.82375	20230404
651310f3v	56.348625	65.16766	20230405
651310f3v	58.48522	68.130135	20230406
651310f3v	57.83483	65.36393	20230407
5da786a8w	35.7254	59.13668	20230404
5da786a8w	34.802807	50.366413	20230405
5da786a8w	43.858494	56.951817	20230406
5da786a8w	41.69799	54.838947	20230407
9292842fy	40.26482	60.66055	20230404
9292842fy	38.343357	83.316956	20230405
9292842fy	44.596764	57.612507	20230406
9292842fy	40.068867	84.32179	20230407
abb13720z	53.51034	66.56428	20230404
abb13720z	55.345917	73.89347	20230405
abb13720z	56.17798	62.640278	20230406
abb13720z	54.344368	65.41523	20230407
babadee5r	62.23801	67.49123	20230404
babadee5r	65.26568	67.89875	20230405
babadee5r	65.53831	67.861595	20230406
babadee5r	66.87959	69.21155	20230407
c2382486x	61.05382	69.512985	20230404
c2382486x	62.521294	69.763725	20230405
c2382486x	63.34158	67.943565	20230406
c2382486x	63.6122	69.07807	20230407
6b9789f2z	51.893303	63.77287	20230404
6b9789f2z	53.08736	68.10906	20230405
6b9789f2z	54.046482	65.3233	20230406
6b9789f2z	53.319115	68.07917	20230407
b5dbab8e1	68.802315	71.52644	20230404
b5dbab8e1	70.5299	73.01384	20230405
b5dbab8e1	72.244896	72.67065	20230406
b5dbab8e1	73.02439	71.86294	20230407
dc36a53e3	54.30475	66.553215	20230404
dc36a53e3	54.554203	65.75467	20230405
dc36a53e3	54.779934	66.50134	20230406
dc36a53e3	57.69409	67.23482	20230407
66c0fb934	64.80445	68.56984	20230404
66c0fb934	65.9225	70.760735	20230405
66c0fb934	67.44327	71.87208	20230406
66c0fb934	68.586555	69.40227	20230407
b72036c45	59.67519	67.26197	20230404
b72036c45	59.61088	71.97505	20230405
b72036c45	61.584248	69.227264	20230406
b72036c45	61.955616	67.82692	20230407
a0f907866	59.87152	65.32112	20230404
a0f907866	61.48126	68.1512	20230405
a0f907866	63.82492	67.30537	20230406
a0f907866	65.059685	66.385666	20230407
76ce9d5f7	56.428265	61.92382	20230404
76ce9d5f7	58.12283	64.39702	20230405
76ce9d5f7	59.300747	66.27984	20230406
76ce9d5f7	59.521294	65.08787	20230407
460061ab8	56.458706	61.648315	20230404
460061ab8	58.971172	62.157066	20230405
460061ab8	58.867817	61.74051	20230406
460061ab8	60.03943	63.15391	20230407
9c0c965c9	52.34851	61.736042	20230404
9c0c965c9	55.3935	63.715916	20230405
9c0c965c9	57.97037	65.98252	20230406
9c0c965c9	59.17157	71.130974	20230407
532cc1c3b	62.066772	62.190395	20230404
532cc1c3b	65.40825	64.61335	20230405
532cc1c3b	65.27441	64.74404	20230406
532cc1c3b	66.49419	66.329895	20230407
fb1d6b50c	59.333073	64.71942	20230404
fb1d6b50c	60.711086	66.818855	20230405
fb1d6b50c	61.474674	65.8906	20230406
fb1d6b50c	62.704826	66.66166	20230407
0a2120d0e	55.30483	63.3834	20230404
0a2120d0e	56.523743	63.436035	20230405
0a2120d0e	57.827614	64.24142	20230406
0a2120d0e	57.570026	62.683865	20230407
06bfd741f	64.003334	66.07215	20230404
06bfd741f	67.93898	76.95962	20230405
06bfd741f	69.18446	69.23512	20230406
06bfd741f	70.9948	70.098785	20230407
0551d992g	69.818184	69.6296	20230404
0551d992g	74.728325	72.22625	20230405
0551d992g	75.86487	72.972755	20230406
0551d992g	76.662895	72.19041	20230407
740fc409h	56.21882	65.525475	20230404
740fc409h	59.31336	66.18369	20230405
740fc409h	59.530342	65.35066	20230406
