geohash_id	consumption_level	activity_level	date_id
4885e281g	58.521965	67.86239	20230404
4885e281g	59.97443	67.36118	20230405
4885e281g	60.813747	68.02607	20230406
4885e281g	61.313457	67.40233	20230407
5324516fr	47.67963	59.05698	20230404
5324516fr	47.807175	63.81996	20230405
5324516fr	48.36411	60.902206	20230406
5324516fr	49.255363	59.19041	20230407
7941bac5t	46.34261	60.754696	20230404
7941bac5t	46.232197	64.22066	20230405
7941bac5t	47.644928	63.547688	20230406
7941bac5t	49.95581	62.179523	20230407
94bf2e47u	47.44486	61.546684	20230404
94bf2e47u	50.93118	64.25661	20230405
94bf2e47u	51.364594	63.350555	20230406
94bf2e47u	48.762623	58.909172	20230407
651310f3v	54.552464	64.03301	20230404
651310f3v	56.88309	65.31634	20230405
651310f3v	58.85355	68.19279	20230406
651310f3v	58.724384	65.83646	20230407
5da786a8w	35.899982	59.19959	20230404
5da786a8w	36.42532	50.653194	20230405
5da786a8w	44.690742	56.96826	20230406
5da786a8w	41.81145	54.770874	20230407
9292842fy	38.26313	59.395115	20230404
9292842fy	43.332607	84.08999	20230405
9292842fy	45.23428	57.27202	20230406
9292842fy	42.168503	86.379486	20230407
abb13720z	51.837593	65.706894	20230404
abb13720z	54.34788	73.26188	20230405
abb13720z	55.642498	61.99453	20230406
abb13720z	54.162354	65.15841	20230407
babadee5r	62.16741	67.493935	20230404
babadee5r	65.751526	67.915245	20230405
babadee5r	65.25619	67.76149	20230406
babadee5r	66.910286	69.10849	20230407
c2382486x	60.609673	69.29841	20230404
c2382486x	62.53047	69.59967	20230405
c2382486x	63.171215	67.749886	20230406
c2382486x	63.704742	68.9713	20230407
6b9789f2z	50.027317	62.856853	20230404
6b9789f2z	52.24185	67.878845	20230405
6b9789f2z	52.692528	64.60585	20230406
6b9789f2z	52.35305	67.74753	20230407
b5dbab8e1	68.34026	71.714775	20230404
b5dbab8e1	70.44199	73.34625	20230405
b5dbab8e1	72.0285	72.7269	20230406
b5dbab8e1	73.18138	71.9856	20230407
dc36a53e3	53.170662	66.00202	20230404
dc36a53e3	54.25642	65.570244	20230405
dc36a53e3	55.1212	66.59249	20230406
dc36a53e3	57.413254	67.14657	20230407
66c0fb934	64.62089	68.638245	20230404
66c0fb934	66.015396	70.699814	20230405
66c0fb934	67.281746	71.8357	20230406
66c0fb934	68.75304	69.28882	20230407
b72036c45	58.488117	66.87706	20230404
b72036c45	59.47818	71.83625	20230405
b72036c45	61.277718	69.072365	20230406
b72036c45	61.864365	67.81992	20230407
a0f907866	59.96643	65.41526	20230404
a0f907866	62.405594	68.54351	20230405
a0f907866	63.959064	67.377205	20230406
a0f907866	65.3908	66.417244	20230407
76ce9d5f7	55.087524	61.249477	20230404
76ce9d5f7	57.91911	64.22469	20230405
76ce9d5f7	58.41639	66.08136	20230406
76ce9d5f7	58.827366	64.90972	20230407
460061ab8	54.618393	60.847675	20230404
460061ab8	58.77091	61.372757	20230405
460061ab8	58.15539	60.91557	20230406
460061ab8	59.96188	62.859207	20230407
9c0c965c9	50.381004	60.9372	20230404
9c0c965c9	54.725185	63.42216	20230405
9c0c965c9	56.945827	65.58864	20230406
9c0c965c9	58.418728	70.73812	20230407
532cc1c3b	62.17571	61.502457	20230404
532cc1c3b	65.22193	63.910595	20230405
532cc1c3b	65.131905	64.45072	20230406
532cc1c3b	66.523636	66.27728	20230407
fb1d6b50c	58.064648	64.27524	20230404
fb1d6b50c	60.34204	66.737885	20230405
fb1d6b50c	61.10293	65.75395	20230406
fb1d6b50c	62.426662	66.46786	20230407
0a2120d0e	53.220108	62.574966	20230404
0a2120d0e	55.969402	63.21023	20230405
0a2120d0e	56.887054	64.00053	20230406
0a2120d0e	57.070282	62.467026	20230407
06bfd741f	64.05675	65.96452	20230404
06bfd741f	68.35026	77.08957	20230405
06bfd741f	69.32574	69.233055	20230406
06bfd741f	71.31981	70.222015	20230407
0551d992g	70.17384	69.61974	20230404
0551d992g	74.73233	72.14728	20230405
0551d992g	75.43766	72.77373	20230406
